UniqueCount	AmbigCount
0	2
1	80
0	3
0	1347
0	11
0	65
0	64
0	25
0	85
0	0
0	3
0	52
0	41
0	0
0	50
0	68
0	3
0	0
0	2
0	3
0	62
0	203
0	15
0	0
0	3
0	2
0	2
0	3
0	0
0	16
0	23
0	118
0	0
0	0
0	2
0	2
1	32
0	3
0	0
2	72
0	55
0	1
2	14
0	20
0	3
0	0
0	81
0	3
0	13
1	127
0	1
0	3
0	34
0	3
0	2
0	3
0	0
0	17078
0	87
0	3
0	0
0	3
1	358
0	3
0	3
0	3
0	0
0	239
0	60
0	3
0	3
0	3
0	3
0	0
0	1
0	107
0	24
0	0
1	185
0	27
0	0
0	60
0	11
0	112
0	3
0	0
0	108
0	2
0	2
0	13
0	3
0	1
0	0
0	0
0	2
0	11
0	1657
0	12
0	30
0	54
0	19
0	0
0	5
0	3
1	4
0	3
0	42
0	3
0	72
0	4
0	3
0	67
0	127
0	234
0	935
0	3
1	202
0	73
0	0
0	3
0	121
18	22546
0	0
0	652
0	38
16	17
0	8
0	0
0	0
0	0
0	110
0	75
0	2
0	0
0	54
0	2
0	0
0	3
0	15
0	2
0	9
4	94
0	659
0	0
0	6
0	123
1	86
0	3
0	0
0	70
0	223
0	46
0	0
0	38
0	5
0	488
0	24
0	40
0	0
0	11
0	3
0	3
2	3730
0	0
0	50
4	557
0	498
0	700
0	5
0	0
0	0
0	0
0	2
0	25
0	1
0	116
0	45
0	3
1	0
0	0
0	43
0	0
0	0
0	0
0	30
0	195
0	3
0	3
0	3
0	3
0	22
0	13
0	1943
0	166
0	35
0	3
0	34017
0	3
0	197
0	159
0	28
2	4418
1	2
0	33
0	23
0	0
0	199
0	27
0	27
0	12
0	54
0	46
0	3
0	3
0	1
0	2069
0	71
0	37
0	4
0	2
0	25
0	0
0	41
0	364
0	3
0	118
1	111
0	8
0	0
0	0
0	2
0	8
0	3
0	0
0	57
0	20
0	165
0	0
0	1
0	6
1	176
0	47
0	0
0	8859
0	15
0	8
0	28180
0	85
0	0
0	12
0	181
0	2
0	4
0	0
0	60
0	30
0	1
7	5965
0	32
0	82
0	103
0	162
0	286
0	36
0	7
0	463
0	0
0	94
0	0
0	91
0	45
0	0
0	122
329	679
0	1641
0	390
0	368
3	8290
1	31
2	5047
0	76
0	63
0	2
0	2
0	2
0	106
0	18
0	3
0	1
1	35
0	24
0	94
0	67
0	0
0	0
0	3
0	3
0	696
0	3
0	0
0	404
0	112
0	2
31	7
0	109
0	2
0	3
3	18780
0	16
0	107
0	10
0	82
0	53
0	60
0	4
0	27
0	324
1	407
0	61
0	7
0	17
0	368
0	27
0	4
0	9
0	130
0	2
0	0
0	0
0	0
0	14
0	790
0	5031
0	41
0	16
0	0
0	0
0	0
0	387
0	19
0	70
0	0
0	316
0	84
0	0
0	2
0	80
0	18
0	70
0	2
0	146
0	70
0	34
0	0
0	5996
0	10
0	1
0	13
0	12
0	37
0	40
0	0
0	1
0	10
0	3
0	0
0	483
0	62
0	0
0	29
0	10
0	79
0	14621
0	2985
0	265
0	1
0	6
0	285
0	19
0	1
0	500
0	5
0	22546
0	51
0	4
0	0
0	0
0	1590
3	45213
0	8
0	69
0	2
0	3
0	0
0	0
0	6
0	99
1	153
0	15
0	8
0	10
0	0
0	0
1	510
0	2
0	3
0	12
0	11
0	5
0	16
0	3
0	24
0	0
1	0
0	0
0	4
0	211
0	27
0	14
0	1480
0	42
0	0
1	7
0	10
0	142
0	2
0	42
0	28
17	3572
0	1
0	11
0	2
0	0
0	49
0	252
0	57
1	440
1	13
0	3
1	15
0	454
0	8884
0	3
0	2
0	10
0	65
0	359
0	2
0	0
0	81
0	107
0	26
0	33
0	4
0	6
0	619
0	9
0	0
0	8
0	0
0	2
0	1051
0	27
0	5
0	30
0	20
0	15
0	0
0	84
0	2
0	2
0	1
0	11
0	322
0	79
0	4
0	10
0	1
0	2
0	3
0	13
0	19
0	12
0	56
0	56
0	2
0	24
0	7
0	33
0	212
0	26
0	3
0	96
8	9813
1	56
0	0
0	282
0	280
0	5
0	55
0	102
0	60
0	4
0	145
0	13
0	27
0	0
0	101
2	3080
0	4
0	6
0	66
0	59
1	352
0	1
0	58
1	6
0	54
0	1077
0	53
0	647
0	119
0	4
0	30
0	1161
0	4
0	3
0	9
0	14
0	0
0	2
0	118
0	250
0	0
0	0
0	12
0	2
0	37
0	4
0	107
0	0
3	7748
0	23
0	1
0	6
1	66
2	490
0	379
0	14
0	72
0	21
10	24974
0	29
0	0
0	25
0	3
0	242
0	43
32	3314
0	112
0	41851
2	567
0	3
0	0
0	93
0	19
1	592
0	15
0	0
0	2
0	0
0	24
0	2
0	136
0	1287
0	25
0	51
0	182
0	30
0	11
0	0
0	101
0	110
0	56
0	23
0	13
0	17933
0	91
0	350
1	72
0	51
22	20714
0	7
0	123
0	16312
0	0
0	2
0	96
0	11
0	66
0	0
0	2
0	0
0	37
0	29
0	0
0	30
0	82
0	10
1	198
0	1052
0	35
3	2
0	59
0	211
0	3
6	22054
0	3
0	53
0	9
0	51
0	127
1	46
0	9
0	165
0	0
0	46
0	4
8	12946
0	0
0	361
0	2
0	14
0	6
0	15
0	23
0	34
0	175
0	532
0	16
0	2
0	44
0	24
0	185
0	23
0	1
0	3
0	6
0	2
0	41
0	5
0	142
0	55
2	87
0	16
0	0
0	1
0	10
0	0
0	8888
10	13586
0	24
0	1
0	67
3	14271
0	24
0	35
0	2
0	322
0	24
0	0
0	3
0	0
0	0
0	100
0	2
0	12
0	7
0	0
0	0
1	50
0	27
0	4
0	52
0	3
10	10811
1	335
0	102
0	5
0	0
0	51
0	2
0	0
0	1
0	363
0	2
0	3
0	3
0	37
0	33
0	0
0	373
0	15
0	3
0	610
0	0
0	3
1759	10815
0	502
1	30287
0	0
0	1082
0	51
0	14706
0	4704
0	0
0	5
3	1580
0	0
0	1329
1	2846
1	1139
0	0
0	0
1	74
0	167
0	8
0	195
1	10152
0	45
0	4778
0	4
0	123
0	47
0	0
0	203
0	24
0	15
0	8
0	47
0	0
0	0
0	2
0	65
0	26
0	4
0	11
0	10
0	40
0	3
0	0
0	0
0	0
0	41
0	75
0	1
0	0
0	1
0	41
0	45
0	303
3	24118
0	24260
0	10
0	3
0	1
0	1594
0	31
0	8
0	19
0	1010
1	9
0	2
0	2618
0	24
0	8
0	23
0	2
0	2
0	0
0	1
0	0
0	66
0	12
0	0
0	17
0	34
0	1
0	11323
0	70
0	2
0	2
0	2
0	80
0	95
29	2851
6	3019
0	5
0	125
0	2
0	89
0	7
0	2
0	0
0	14
0	0
0	0
0	26431
0	3
0	29
0	27
0	2
0	61
0	294
0	628
5	464
0	30
0	5261
5	9734
0	2
0	250
0	3
0	3
0	4
0	2
0	0
0	96
0	24
0	1
0	1
0	89
0	49
0	7277
0	97
0	7
0	2
0	2
1	667
0	61
0	2
0	2
0	2
0	0
0	2597
15	1537
0	46
0	73
0	33
0	11
0	431
0	6
44	98
0	43
0	3
0	0
0	0
0	22
0	6
0	25
0	98
0	5
1	1955
0	4
0	2
0	298
0	2
0	2
0	0
0	113
0	0
0	0
0	2
0	1
0	10
0	14
0	6
0	47
1	20
1	51
2	10330
0	134
0	3
0	2
0	2
0	237
0	12
0	5
0	13
0	4
0	3085
0	7
0	16
0	13
0	1
0	2
0	0
0	0
0	173
1	3711
0	1
0	24
0	55
0	105
0	25
0	2
0	2
0	0
0	0
0	1
0	0
0	35
0	0
0	2679
0	0
0	584
1	12165
0	3
0	0
0	24
0	73
0	0
1	5133
0	3
0	5
0	0
0	15
0	0
0	0
0	71
0	35
0	42
0	2
0	44
0	34
0	153
0	3
0	107
0	2
0	37
0	28102
0	1
0	4
0	2
517	66
0	73
0	0
0	35
0	4
0	75
0	0
0	13
4	3
0	164
