UniqueCount	AmbigCount
0	11
3	81
0	720
0	0
0	4
0	109
0	103
0	1
0	0
0	90
0	263
0	36
0	0
0	13
0	2
0	430
0	11
0	19
0	0
0	13
0	0
0	1
5	2128
0	0
0	50
4	1003
0	512
0	803
0	5
0	3
0	0
0	0
0	1
0	32
0	8
0	112
0	55
0	1
0	1
0	0
0	41
0	0
0	0
0	0
0	16
0	176
0	1
0	0
0	5
0	1
0	25
0	10
0	1526
0	170
0	28
0	6
1	32357
0	1
0	237
0	206
0	23
1	3638
0	2
0	43
0	10
0	1
0	207
0	30
0	28
0	11
0	52
0	36
0	3
0	3
0	4
0	1869
0	66
0	41
0	1
0	1
0	22
0	0
0	33
0	620
0	1
0	78
0	117
0	3
0	0
0	0
0	1
0	3
0	1
0	2
0	59
0	19
0	65
0	2
0	0
0	8
0	260
0	23
0	1
0	9142
0	11
0	2
1	23448
0	65
0	0
0	14
0	223
0	0
0	1
0	0
0	51
0	26
0	0
3	8176
0	22
0	114
0	90
0	158
6	341
0	8
0	1
0	447
0	0
0	229
0	0
0	78
0	43
0	0
0	136
418	660
0	1136
0	508
0	631
0	7731
1	26
1	4378
0	74
0	38
0	1
0	4
0	0
0	78
0	12
1	1
0	1
0	34
0	15
0	100
1	92
0	1
0	1
0	0
0	2
0	1218
0	1
0	0
0	612
0	109
0	0
29	17
0	105
0	1
0	1
0	15487
0	15
0	85
0	2
0	78
0	31
0	55
0	5
0	17
0	279
3	746
0	47
0	2
0	22
0	477
1	31
0	3
0	9
0	106
0	0
0	0
0	0
0	0
0	12
1	871
0	3972
0	64
0	10
0	0
0	0
0	0
0	330
0	18
0	50
0	0
0	578
0	116
0	0
0	1
0	68
0	13
0	56
0	1
0	124
0	57
0	25
0	0
0	4075
0	11
0	0
0	29
0	4
0	26
0	21
0	0
0	0
0	21
0	0
0	0
0	593
0	43
0	0
0	38
0	6
0	65
0	17486
0	3938
0	316
0	0
0	2
0	413
0	25
0	1
0	752
0	6
0	16357
0	37
0	5
0	0
0	0
0	607
0	45495
0	7
0	112
0	1
0	0
0	3
0	0
0	5
0	81
0	196
0	9
0	17
0	9
0	0
0	1
1	915
0	3
0	5
0	3
0	7
0	8
0	20
0	1
1	26
0	0
0	0
0	1
0	5
0	262
0	19
0	14
0	1225
0	25
0	0
0	7
0	10
0	116
0	1
0	24
0	14
5	2003
0	3
0	2
0	3
0	0
0	68
0	290
0	32
1	607
0	8
0	1
1	6
0	421
2	8193
0	7
0	1
0	9
0	45
0	471
0	0
0	0
0	67
0	153
0	15
0	20
0	4
0	1
0	650
0	7
0	0
0	5
0	0
0	1
0	301
0	24
0	6
0	19
0	18
0	11
0	0
0	71
0	1
0	1
0	0
0	14
0	460
0	32
0	6
0	7
0	3
0	3
0	1
0	9
0	19
0	18
0	46
1	83
0	1
0	16
0	9
0	37
0	338
0	14
0	1
0	54
18	10367
1	51
0	0
0	388
0	302
0	5
0	31
0	95
0	42
0	2
0	179
0	9
0	14
0	1
0	99
1	4429
0	1
0	5
0	79
0	45
0	338
0	3
0	67
0	4
0	55
0	1994
0	43
0	259
0	137
0	5
0	27
0	974
0	2
0	0
0	14
0	8
0	0
0	0
0	115
0	367
0	0
0	0
0	13
0	0
0	30
0	2
0	99
0	0
1	6634
0	15
0	1
0	7
1	62
2	575
0	656
0	11
0	58
0	18
10	20479
0	17
0	0
0	20
0	1
0	254
0	57
22	2421
0	131
0	35035
1	507
0	1
0	0
0	77
0	18
1	617
0	13
0	0
0	1
0	0
0	23
0	0
0	130
0	1256
0	29
0	27
0	198
0	31
0	12
0	2
0	75
0	137
0	49
0	37
0	12
0	13707
0	50
0	324
0	57
0	46
22	17833
0	3
0	119
0	19410
0	0
0	1
0	85
0	17
0	62
0	0
0	5
0	2
0	31
0	30
0	0
0	16
0	65
0	4
0	311
0	292
0	28
0	2
0	39
0	319
0	1
1	16040
0	6
0	37
0	13
0	43
0	174
0	48
0	13
0	246
0	1
0	27
0	2
11	19204
0	0
0	143
0	6
0	8
0	10
0	20
0	18
0	19
0	105
0	967
0	17
0	1
0	35
0	19
0	186
0	28
0	0
0	2
0	7
0	9
0	31
0	1
0	181
0	44
1	78
0	10
0	1
0	0
0	9
0	0
0	12695
7	10122
0	13
0	0
0	100
0	12061
0	16
0	26
0	1
0	386
0	14
0	0
0	0
0	0
0	0
0	90
0	1
0	7
0	12
0	0
0	0
1	58
0	26
3	2
1	56
0	1
12	12578
1	318
0	111
0	9
0	0
0	45
1	0
0	0
0	0
0	365
0	2
0	4
0	1
0	30
0	32
0	0
0	505
0	10
0	1
0	645
0	0
0	4
3128	7975
0	552
1	28741
0	0
0	1274
0	54
0	11180
0	4554
0	0
0	4
1	1416
0	0
0	1066
1	2791
0	546
0	0
0	0
0	99
0	197
0	3
0	184
2	6416
0	46
0	3724
0	2
0	93
0	20
0	2
0	230
0	36
0	18
0	6
0	39
0	0
0	0
0	0
0	66
0	26
0	0
0	22
1	9
0	47
0	0
0	0
0	0
0	0
0	73
0	61
0	0
0	0
0	0
0	44
0	58
0	329
3	32590
0	18568
0	1
0	2
0	3
0	1978
0	36
0	2
0	17
0	867
0	9
0	1
0	2190
0	42
0	10
0	29
0	1
0	1
0	0
0	0
0	0
0	41
0	7
0	3
0	7
0	29
0	1
0	17501
0	79
0	1
0	0
0	0
0	115
0	85
7	1657
2	2687
0	5
0	110
0	1
0	68
0	0
0	0
0	1
0	13
0	0
0	0
0	25618
0	1
0	31
0	31
0	1
0	62
0	273
0	487
3	494
0	32
1	3089
1	9512
0	0
0	248
0	2
0	1
0	4
0	9
0	0
0	52
0	22
0	3
0	2
0	72
1	53
0	6178
0	71
0	4
0	0
0	1
3	1230
0	46
0	1
0	1
0	0
0	0
0	1940
6	1160
0	36
0	50
0	18
0	12
0	307
0	8
20	147
0	50
0	2
0	1
0	0
0	24
0	3
0	14
0	111
0	1
0	1661
0	8
0	2
0	452
0	1
0	2
0	0
0	133
0	0
0	0
0	0
0	1
0	12
0	11
0	5
0	29
1	28
0	53
0	9932
0	121
0	1
0	2
0	0
0	199
0	9
0	1
0	6
0	1
0	2196
0	4
0	20
0	7
0	1
0	0
0	0
0	0
0	159
0	3351
0	0
0	33
0	41
0	89
0	29
0	0
0	1
0	0
0	0
0	5
0	0
0	35
0	1
0	1683
0	0
0	1053
1	8373
0	1
0	1
0	14
0	56
0	0
0	2913
0	1
0	7
0	0
0	10
0	1
0	0
0	82
0	19
0	42
0	1
0	37
0	52
0	197
0	4
0	94
0	1
0	34
0	24588
0	3
0	1
0	1
830	49
0	42
0	0
0	21
0	10
0	71
0	0
0	12
6	6
0	160
