41200
FBtr0343785	749944	762141	744394	1	11	1401	19093
FBtr0308257	750608	762141	762141	1	11	1412	19093
FBtr0343787	750608	762398	762141	1	11	1423	19093
FBtr0301439	752799	757519	762398	1	6	1434	19093
FBtr0078001	752799	762141	762398	1	10	1440	19093
FBtr0343786	752799	762141	762398	1	10	1450	19093
FBtr0346526	752799	762141	762398	1	10	1460	19093
FBti0019099-RA	770515	772242	762398	2	1	1470	21956
FBtr0342660	772513	773092	772242	1	1	1471	23007
FBtr0078003	773546	774016	773092	1	1	1472	20550
FBtr0078004	776535	776940	774016	1	1	1473	19932
FBtr0078005	779172	779654	776940	1	1	1474	19539
FBtr0078006	780481	782884	779654	1	4	1475	21909
FBtr0331651	781275	782884	782884	1	4	1479	21909
FBtr0078007	784335	786157	782884	1	1	1483	21065
FBtr0331652	784335	788775	786157	1	2	1484	21065
FBtr0078042	786152	790797	788775	2	5	1486	21286
FBtr0345453	799855	800322	790797	1	1	1491	22833
FBtr0078008	810576	811530	800322	1	4	1492	20331
FBtr0078009	811583	813379	811530	1	2	1496	20382
FBtr0078041	813313	815949	813379	2	5	1498	19655
FBtr0332974	813313	815949	815949	2	5	1503	19655
FBtr0078010	815992	817031	815949	1	1	1508	20112
FBtr0332972	815992	818095	817031	1	1	1509	20112
FBtr0078040	816993	817949	818095	2	2	1510	19223
FBtr0078039	818078	819507	818095	2	2	1512	22612
FBtr0078011	819963	821208	819507	1	1	1514	20614
FBtr0305507	821288	824336	821208	1	4	1515	21444
FBtr0301908	821421	824336	824336	1	4	1519	21444
FBtr0078012	821421	824336	824336	1	3	1523	21444
FBtr0100469	821421	824336	824336	1	2	1526	21444
FBtr0078038	824328	825860	824336	2	1	1528	18633
FBtr0332973	825968	832330	825860	1	6	1529	20988
FBtr0078014	825968	833240	832330	1	6	1535	20988
FBtr0078013	825968	833240	833240	1	6	1541	20988
FBtr0078015	825968	833240	833240	1	6	1547	20988
FBtr0302121	833583	842942	833240	2	6	1553	20953
FBtr0302612	833583	851070	842942	2	5	1559	20953
FBtr0302120	833583	851070	851070	2	6	1564	20953
FBtr0078037	833586	842942	851070	2	5	1570	20953
FBtr0334763	834866	851070	851070	2	4	1575	20953
FBtr0334793	850701	851162	851070	1	1	1579	22895
FBtr0334797	851250	852729	851162	2	4	1580	22290
FBtr0078034	851315	852729	852729	2	4	1584	22290
FBtr0078016	852767	854538	852729	1	3	1588	21383
FBtr0334794	852847	854538	854538	1	3	1591	21383
FBtr0078017	855336	856235	854538	1	3	1594	20569
FBtr0334795	855470	856235	856235	1	3	1597	20569
FBtr0334796	855470	856638	856235	1	3	1600	20569
FBtr0445831	857402	860078	856638	1	1	1603	21160
FBtr0304182	857541	857631	860078	1	1	1604	19220
FBtr0472769	857555	857578	860078	1	1	1605	21157
FBtr0304183	857595	857616	860078	1	1	1606	19601
FBtr0445832	860196	861805	860078	1	3	1607	22610
FBtr0078018	860308	861805	861805	1	3	1610	22610
FBtr0078033	861848	865860	861805	2	7	1613	22537
FBtr0078032	861848	868012	865860	2	6	1620	22537
FBtr0078031	861848	868353	868012	2	6	1626	22537
FBtr0114307	865365	865492	868353	2	1	1632	22501
FBtr0078030	868672	869856	868353	2	1	1633	22991
FBtr0091487	870464	874148	869856	1	5	1634	21163
FBtr0091489	870464	877037	874148	1	5	1639	21163
FBtr0332000	870464	877037	877037	1	6	1644	21163
FBtr0091486	871094	874148	877037	1	5	1650	21163
FBtr0345634	877171	885140	877037	2	15	1655	22430
FBtr0078023	877301	878269	885140	1	2	1670	21488
FBtr0332181	878180	885140	885140	2	15	1672	22430
FBtr0345739	897452	898049	885140	2	1	1687	20094
FBtr0345738	898499	901315	898049	1	2	1688	20902
FBtr0078025	898643	901315	901315	1	2	1690	20902
FBtr0078028	901490	901653	901315	2	1	1692	22363
FBtr0474086	901975	902081	901653	2	1	1693	21506
FBtr0345455	904028	904346	902081	1	1	1694	22109
FBtr0334798	912980	913304	904346	2	1	1695	19216
FBtr0336969	914085	917804	913304	1	11	1696	20304
FBtr0077949	922792	958097	917804	1	11	1707	19745
FBtr0305064	922792	958097	958097	1	10	1718	19745
FBti0019100-RA	976934	984511	958097	1	1	1728	22480
FBtr0445830	987806	991299	984511	2	3	1729	22507
FBtr0343253	987806	991299	991299	2	3	1732	22507
FBti0019101-RA	996779	1005815	991299	2	1	1735	21070
FBtr0301417	1008377	1048052	1005815	2	12	1736	21035
FBtr0332270	1011420	1034581	1048052	2	11	1748	21035
FBtr0301416	1011420	1043217	1048052	2	11	1759	21035
FBtr0479958	1019658	1028736	1048052	1	3	1770	20241
FBtr0077997	1026104	1026896	1048052	2	1	1773	18595
FBtr0301087	1037245	1038532	1048052	1	1	1774	19447
FBtr0077951	1037245	1038684	1048052	1	2	1775	19447
FBtr0077993	1049673	1077814	1048052	2	5	1777	22955
FBtr0077994	1051791	1077810	1077814	2	5	1782	22955
FBtr0077952	1077947	1080802	1077814	1	3	1787	22153
FBtr0077953	1080910	1083377	1080802	1	5	1790	21048
FBtr0332569	1080910	1085379	1083377	1	5	1795	21048
FBtr0332570	1083090	1102503	1085379	2	9	1800	21190
FBtr0332571	1083247	1102503	1102503	2	8	1809	21190
FBtr0332273	1103253	1108372	1102503	2	8	1817	20213
FBtr0077989	1103482	1108372	1108372	2	8	1825	20213
FBtr0077954	1108539	1112693	1108372	1	7	1833	19584
FBtr0077955	1112940	1114137	1112693	1	4	1840	22648
FBtr0077988	1114653	1119030	1114137	2	4	1844	19336
FBtr0332272	1114653	1119030	1119030	2	5	1848	19336
FBtr0077987	1114653	1128952	1119030	2	5	1853	19336
FBtr0077956	1129315	1132410	1128952	1	3	1858	19171
FBtr0077986	1132331	1134097	1132410	2	1	1861	22491
FBtr0077957	1134692	1140987	1134097	1	5	1862	18537
FBtr0332271	1134692	1141155	1140987	1	5	1867	18537
FBtr0346497	1142868	1143215	1141155	1	1	1872	22252
FBtr0077958	1143200	1147394	1143215	1	4	1873	19958
FBtr0077959	1147821	1149448	1147394	1	1	1877	21066
FBtr0077985	1149444	1150676	1149448	2	5	1878	22973
FBtr0077960	1150765	1151763	1150676	1	1	1883	19804
FBtr0332274	1151677	1156310	1151763	2	5	1884	22366
FBtr0100023	1151677	1156310	1156310	2	7	1889	22366
FBtr0100022	1151677	1158261	1156310	2	5	1896	22366
FBtr0331290	1158575	1159354	1158261	2	1	1901	22118
FBtr0331287	1158660	1160219	1159354	1	3	1902	18989
FBtr0077961	1158660	1160219	1160219	1	2	1905	18989
FBtr0331289	1160289	1163885	1160219	2	5	1907	18833
FBtr0077982	1160289	1163885	1163885	2	4	1912	18833
FBtr0077981	1160289	1163885	1163885	2	5	1916	18833
FBtr0077962	1164442	1166424	1163885	1	2	1921	18870
FBtr0077964	1166505	1167210	1166424	1	2	1923	20284
FBtr0304710	1167171	1169941	1167210	2	4	1925	18982
FBtr0077980	1167171	1170078	1169941	2	4	1929	18982
FBtr0344015	1167171	1170364	1170078	2	5	1933	18982
FBtr0077965	1170180	1170788	1170364	1	3	1938	22049
FBtr0077979	1170752	1172804	1170788	2	4	1941	20030
FBtr0077966	1173008	1177495	1172804	1	12	1945	21862
FBtr0331288	1173008	1177588	1177495	1	12	1957	21862
FBtr0335395	1177689	1182453	1177588	1	9	1969	22534
FBtr0335394	1177689	1182453	1182453	1	12	1978	22534
FBtr0077968	1177689	1182453	1182453	1	13	1990	22534
FBtr0344790	1177689	1182453	1182453	1	13	2003	22534
FBtr0308698	1177689	1182453	1182453	1	11	2016	22534
FBtr0077978	1182296	1184019	1182453	2	2	2027	18702
FBtr0077971	1184064	1185697	1184019	1	2	2029	22921
FBtr0307056	1185756	1196806	1185697	1	6	2031	22750
FBtr0335379	1185894	1196806	1196806	1	6	2037	22750
FBtr0077972	1186253	1196806	1196806	1	6	2043	22750
FBtr0307057	1186253	1196806	1196806	1	6	2049	22750
FBtr0077977	1198464	1199265	1196806	2	1	2055	19444
FBtr0307096	1199411	1199708	1199265	1	1	2056	18764
FBtr0335380	1199411	1199923	1199708	1	1	2057	18764
FBtr0307097	1200204	1200579	1199923	1	1	2058	21300
FBtr0335381	1200204	1200662	1200579	1	1	2059	21300
FBtr0335382	1200670	1201219	1200662	1	1	2060	19126
FBtr0077973	1200777	1201219	1201219	1	1	2061	19126
FBtr0114498	1204214	1205249	1201219	1	4	2062	19445
FBtr0345742	1214648	1215292	1205249	2	1	2066	21445
FBtr0306546	1216853	1217784	1215292	2	2	2067	21524
FBtr0299796	1219292	1229801	1217784	1	8	2069	21850
FBti0019102-RA	1220183	1227591	1229801	1	1	2077	20843
FBtr0077920	1240035	1242204	1229801	1	2	2078	20441
FBtr0335383	1240035	1243017	1242204	1	2	2080	20441
FBtr0077921	1256416	1294686	1243017	1	12	2082	19561
FBtr0479835	1256416	1296595	1294686	1	13	2094	19561
FBti0019103-RA	1301806	1302287	1296595	2	1	2107	19297
FBtr0077922	1329160	1329992	1302287	1	2	2108	20280
FBtr0305552	1334127	1334931	1329992	1	2	2110	19878
FBtr0343837	1334127	1335513	1334931	1	2	2112	19878
FBtr0343846	1341364	1342094	1335513	2	4	2114	19397
FBtr0091926	1343442	1344170	1342094	2	4	2118	18787
FBtr0305553	1344399	1345134	1344170	1	2	2122	19117
FBtr0077924	1344460	1345134	1345134	1	1	2124	19117
FBtr0077925	1344460	1345134	1345134	1	2	2125	19117
FBtr0344105	1345500	1345839	1345134	2	1	2127	21209
FBtr0344104	1345964	1346330	1345839	2	1	2128	22733
FBtr0077948	1351727	1352867	1346330	2	2	2129	20539
FBtr0343845	1351804	1352867	1352867	2	2	2131	20539
FBtr0077947	1352969	1354108	1352867	2	2	2133	21440
FBtr0077946	1354100	1354918	1354108	2	1	2135	22045
FBtr0077944	1354910	1355923	1354918	2	2	2136	21897
FBtr0077943	1358924	1359789	1355923	2	5	2138	19988
FBtr0301010	1358924	1359789	1359789	2	4	2143	19988
FBtr0343844	1359836	1361820	1359789	2	6	2147	21665
FBtr0077942	1359982	1361734	1361820	2	6	2153	21665
FBtr0329947	1359982	1361734	1361820	2	6	2159	21665
FBtr0343838	1367995	1369049	1361820	1	3	2165	22432
FBtr0343839	1368088	1369049	1369049	1	4	2168	22432
FBtr0077926	1368088	1369049	1369049	1	3	2172	22432
FBtr0343843	1380082	1381325	1369049	2	1	2175	21123
FBtr0329985	1380085	1420452	1381325	2	14	2176	21887
FBtr0077941	1380085	1420452	1420452	2	14	2190	21887
FBtr0343840	1381210	1382795	1420452	1	1	2204	22583
FBtr0308744	1428473	1428980	1420452	1	1	2205	19075
FBtr0343841	1428473	1429158	1428980	1	1	2206	19075
FBtr0077928	1432710	1432920	1429158	1	1	2207	22602
FBtr0343842	1442626	1443831	1432920	1	1	2208	21068
FBtr0308745	1442725	1443315	1443831	1	1	2209	21068
FBtr0077929	1492294	1493644	1443831	1	1	2210	22248
FBtr0334817	1492294	1493858	1493644	1	1	2211	22248
FBtr0077930	1494069	1495455	1493858	1	1	2212	20345
FBtr0334818	1495459	1497070	1495455	1	1	2213	20220
FBtr0077931	1495728	1497070	1497070	1	1	2214	20220
FBtr0077932	1497242	1498582	1497070	1	1	2215	20835
FBtr0077938	1498454	1500285	1498582	2	3	2216	22411
FBtr0077939	1498454	1500285	1500285	2	3	2219	22411
FBtr0077937	1498454	1500428	1500285	2	4	2222	22411
FBtr0077936	1498454	1500437	1500428	2	4	2226	22411
FBtr0334821	1498454	1500607	1500437	2	4	2230	22411
FBtr0334822	1498454	1500607	1500607	2	4	2234	22411
FBtr0334820	1500783	1502903	1500607	2	4	2238	22521
FBtr0334819	1500829	1504203	1502903	1	3	2242	22769
FBtr0077933	1500834	1502903	1504203	2	4	2245	22521
FBtr0077919	1516794	1517477	1504203	2	1	2249	19296
FBtr0114554	1517532	1518147	1517477	2	1	2250	22937
FBtr0077873	1520490	1522155	1518147	1	4	2251	19020
FBtr0077874	1522696	1524256	1522155	1	4	2255	22077
FBtr0474154	1555128	1608403	1524256	1	10	2259	20899
FBtr0474152	1555128	1608403	1608403	1	10	2269	20899
FBtr0344146	1555128	1608403	1608403	1	9	2279	20899
