UniqueCount	AmbigCount
1	36
0	4
3	9339
0	0
0	409
1	60
0	95
0	95
1	9
0	0
0	3
0	7
2	1206
0	3
0	0
0	0
0	3
0	2
0	112
0	9
0	12
0	78
0	0
0	28
0	121
0	3
1	91
1	87
0	142
0	7
0	899
0	210
0	0
0	297
0	7
0	23
0	11
49	45004
0	116
5	14098
0	137
0	31
0	50
0	199
0	22030
0	0
0	10
0	14
0	65
0	18
0	8
0	130
0	128
0	147
0	3
1	239
0	21
0	0
0	3213
0	4
0	1
0	78
1	13
1	153
0	129
0	3
0	12
0	163
0	84
0	0
0	3
0	0
0	955
0	4
0	3
0	0
0	2
0	97
0	1781
0	164
0	1676
0	5
0	1877
0	13
0	0
2	1589
0	2
0	30
0	0
0	9
0	61
0	88
0	109
1	102
0	47
0	3
0	2
0	89
0	3
0	3
0	770
2	1292
0	55
0	7
0	24
0	5
0	30
0	102
1	212
3	35
0	11
0	3
0	32
0	165
0	1
0	10
0	0
0	146
0	394
4	26
0	6
0	26
0	4
0	9
0	3
0	3
0	3
0	852
0	118
0	170
0	45
0	134
0	5
0	180
0	2
0	626
0	2
0	1
0	1
0	3
0	134
0	69
0	7
0	6
0	1
0	2
2	724
0	20
1	347
0	22
0	175
0	16
0	1
0	5
0	2
0	157
0	1310
0	4
0	47
0	1615
0	0
0	31
0	0
0	3
1	20915
0	20
0	2
9	1958
0	164
0	0
0	137
163	56981
0	0
0	1198
0	11
0	2
0	169
0	28
0	7
0	13
0	7
0	52
0	14
0	0
1	307
0	84
2	1744
0	20
0	150
0	0
0	2
3	17
0	0
1	118
0	0
0	167
0	4
0	0
0	148
0	170
0	3
0	0
0	186
0	83
0	4
0	2
0	12
0	50
0	3
0	1
0	34
0	82
1	1141
0	3
0	8
0	43
0	59
0	7
0	11
0	72
2	140
0	1508
304	3947
6	23346
0	95
0	10
0	0
0	249
1	74
0	7
0	53
0	3
0	68
0	72
0	253
0	9
0	1
0	67
0	18
0	15
0	2
1	235
0	3
0	0
0	14
0	1
0	2
0	61
0	91
0	181
0	3
0	3
0	10
0	36
0	3
0	39
0	4
0	3
0	2
0	89
0	3
0	122
0	3
0	0
0	3
0	0
0	3
0	3
0	0
0	0
0	3
0	1
0	135
0	5
0	4
0	3
0	220
0	48
0	0
0	1
0	1491
2	26
0	4
0	3
0	25
0	22
0	25
0	3
0	0
0	2
0	70
0	90
0	2
0	597
0	3
0	68
0	304
0	67
0	3
0	92
0	9
0	3
0	0
0	4
0	77
0	3
0	129
0	3
0	1
0	4
0	17
0	48
0	195
0	8
0	115
0	3
0	3
0	3
0	27
0	2
0	0
0	158
0	250
0	0
0	38
0	3
0	40
1	21
0	4
0	157
0	72
0	3
4	290
0	2039
0	98
1	2201
0	0
0	143
7	145
0	2
0	2
1	153
0	29
9	60731
0	2
0	2
0	12
0	3
0	0
1	181
0	5748
0	49
0	35
0	2
1	1071
0	3
0	819
0	103
0	26
1	2054
0	3
8	17
0	32
0	1
0	98
0	4
0	2
0	0
0	0
0	0
0	4475
1	260
0	18
0	214
0	119
0	3
0	17
0	35
1	2507
0	2
0	24
0	3
0	3
0	33
0	97
0	196
0	3
0	3
0	16
1	66
0	26
0	3
8	84039
0	128
0	847
0	355
1	15
0	72
0	48
0	3
4	32512
0	3
0	17
0	25
0	71
0	1039
0	3
0	1
0	3
0	936
0	2
0	2
0	3
0	74
0	45
0	137
0	3
2	15440
0	3
0	13
0	0
0	394
0	28
0	2273
0	3
0	0
0	12
0	2
0	30
0	3
0	23
0	2
0	1
0	2
1	1321
0	0
5	105
0	3
0	3
0	0
0	600
0	3
0	2
0	35
0	2427
0	881
0	9
0	22
0	2
0	91
0	3
0	3
0	94
1	57
0	3
0	3
0	12
0	0
0	3
2	486
0	23
0	43
0	2
0	2
0	3
0	1188
0	2
0	5
0	3
0	0
0	0
0	2
0	3
0	3
0	40
0	20
0	2
0	3
0	2
9	22303
0	0
0	56
0	46
3	570
0	2
0	5
0	1
0	2
0	0
0	3
0	2
0	3
0	3
0	437
0	0
0	2
0	47
0	17
0	0
0	38
0	16
0	10
0	5
0	29
0	77
0	415
0	4
0	0
0	3
0	3
0	2
0	2
0	14
0	28
3	2366
0	0
0	3
0	150
1	7
1	2289
0	4
0	3
0	0
0	0
0	2
0	119
0	0
4	33293
0	2
0	3
0	3
0	2
0	0
0	0
0	0
0	6
0	3
0	67
0	2
2	2015
0	195
0	3
0	701
0	3
0	0
0	63
0	3
0	3
0	4
0	2
0	3
0	17
0	2
0	3
0	8
0	1
0	2
0	1
0	0
0	2
0	66
0	2
0	1540
0	13
0	110
0	72
1	42
0	100
0	2
0	3
0	88
0	20
0	0
0	56
0	69
0	2
0	0
0	2
0	2
0	64
0	391
0	20
0	1
0	3
0	3
0	3
0	1
0	1
0	19
0	13
0	91
0	0
0	0
0	3
0	3
1	32
0	3
0	0
1	92
0	55
0	6
1	18
0	16
0	3
0	2
0	128
0	2
0	12
3	207
0	1
0	2
0	42
0	3
0	3
0	3
0	0
0	28864
0	78
0	2
0	0
0	2
0	783
0	2
0	3
0	3
0	1
0	132
0	67
0	7
0	3
0	2
0	2
0	2
0	0
0	105
0	32
0	0
1	318
0	50
0	1
0	101
0	15
0	116
0	1
0	4
0	117
0	3
0	2
0	6
0	3
0	0
0	0
0	3
0	4
0	8
0	3218
0	18
0	44
0	88
0	29
0	0
0	8
0	3
0	13
0	2
0	39
0	2
0	78
0	3
0	2
0	82
0	170
0	415
2	2012
0	3
1	428
0	66
0	0
0	2
0	314
5	22627
0	0
0	727
0	23
16	9
0	10
0	1
0	1
0	0
0	126
0	82
0	4
0	3
0	113
0	0
0	1
0	4
0	16
0	3
0	19
5	115
0	875
0	1
0	0
0	135
0	123
0	3
0	0
0	84
0	266
0	63
0	0
0	28
0	2
0	579
0	32
0	55
0	0
0	9
0	2
0	2
3	3876
0	0
0	51
2	1148
0	534
0	744
0	10
0	1
0	0
0	0
0	3
0	38
0	5
1	128
0	58
0	2
0	1
0	0
0	28
0	3
0	0
0	0
0	31
1	201
0	3
0	2
0	6
0	2
0	30
0	15
0	2440
0	216
1	48
0	9
2	33717
0	3
0	232
0	240
0	17
7	4376
0	4
0	64
0	13
0	1
0	201
0	32
0	45
0	17
0	84
0	50
0	0
0	3
0	2
0	2076
0	82
0	35
0	3
0	3
0	19
0	0
0	64
0	803
0	1
1	122
0	107
0	11
0	0
0	0
0	3
0	5
0	3
0	0
0	74
0	23
0	247
0	2
0	5
0	10
1	349
0	25
0	0
0	14625
0	12
0	5
0	27753
0	90
0	0
0	34
0	238
0	0
0	2
0	0
0	68
0	41
0	2
6	7744
0	27
0	160
0	88
0	183
6	391
0	21
0	3
0	436
0	0
0	201
0	0
0	95
0	59
0	0
0	238
341	713
0	1960
0	541
0	767
0	8055
3	52
3	5355
0	96
0	57
0	3
0	1
0	2
0	129
0	17
0	3
0	2
2	24
0	27
0	138
2	87
0	0
0	1
0	2
0	5
1	1428
0	2
0	0
0	807
0	136
0	3
24	14
0	104
0	3
0	2
0	20736
1	19
0	151
0	6
0	80
0	68
0	54
0	3
0	42
0	349
1	1036
0	98
0	2
0	21
0	336
1	35
0	3
0	13
0	117
0	3
0	0
0	3
0	0
0	13
1	1138
0	4016
0	113
0	18
0	0
0	0
0	0
0	429
0	16
0	71
0	0
0	614
0	129
0	0
0	3
0	99
0	22
0	76
0	3
0	179
0	50
0	31
0	0
0	4674
0	18
0	1
0	31
0	14
0	30
0	30
0	2
0	1
0	14
0	2
0	0
0	744
0	52
0	1
2	53
0	21
0	76
0	23759
0	4030
0	441
0	0
0	4
0	513
0	22
0	2
1	963
0	7
1	22523
0	52
0	6
0	0
0	0
0	2176
0	42904
0	9
1	150
0	3
0	2
0	2
0	0
0	4
0	110
1	198
0	15
0	12
0	15
0	0
0	2
1	1057
0	5
0	3
0	19
0	11
0	6
0	32
0	3
0	27
0	0
0	0
0	0
0	4
0	253
0	37
0	13
0	1498
0	38
0	1
0	8
0	17
2	157
0	3
0	25
0	20
17	3834
0	3
0	8
0	1
0	0
0	47
0	471
0	54
1	896
0	20
0	2
0	6
0	497
5	8484
0	5
0	4
0	8
0	76
0	450
0	2
0	0
0	72
0	203
0	26
0	38
0	2
0	2
1	652
0	12
0	0
0	3
0	0
0	1
0	1477
0	49
0	10
0	47
0	19
0	12
0	0
0	116
0	3
0	1
0	1
0	9
0	620
0	51
0	14
0	9
0	3
0	2
0	3
0	11
0	33
1	29
0	82
0	102
0	3
0	18
0	11
2	59
0	345
0	18
0	0
0	99
28	16290
1	79
0	0
1	470
0	339
0	10
0	43
0	113
0	48
0	1
1	238
1	17
0	18
0	0
2	103
4	4182
0	3
0	1
0	104
0	53
1	438
0	2
0	70
0	5
0	87
0	2206
0	64
3	839
0	114
0	4
0	47
0	1120
0	4
0	2
0	10
0	12
0	0
0	2
0	138
1	501
0	0
0	0
0	15
0	2
0	30
0	6
0	131
0	0
5	7605
0	32
0	1
0	5
2	84
4	719
0	885
0	16
0	59
0	26
19	24531
0	37
0	0
0	19
0	3
0	254
0	75
41	3302
0	139
2	39330
6	1202
0	3
0	0
0	97
0	18
0	637
0	19
0	0
0	3
0	0
0	44
0	3
0	150
0	1578
0	30
0	64
0	166
0	47
0	21
0	0
0	118
0	163
0	83
0	45
0	21
0	18449
0	134
0	418
0	65
0	70
51	21178
0	8
0	145
0	26642
0	0
0	2
0	102
0	12
0	64
0	0
0	3
0	7
0	40
0	44
0	0
0	35
0	89
0	7
0	478
0	1472
0	60
0	0
0	57
0	518
0	1
7	22006
0	13
0	44
0	13
0	46
0	162
0	89
0	8
0	300
0	0
0	34
0	2
10	22383
0	0
0	365
0	7
0	13
0	6
0	26
0	34
0	38
0	211
0	1053
0	21
0	3
0	57
0	25
0	206
0	42
0	1
0	2
0	11
0	5
0	45
0	9
0	201
0	74
0	101
0	16
0	0
0	1
0	11
0	1
0	15513
18	14352
0	12
0	0
0	112
2	13540
0	19
0	42
0	3
0	403
1	19
0	0
0	0
0	0
0	1
0	110
0	2
0	13
0	13
0	2
0	0
0	70
0	40
0	2
0	79
0	3
16	17030
1	448
0	116
0	15
0	0
0	69
0	0
0	0
0	0
0	390
0	0
0	1
0	3
0	28
0	18
0	0
0	359
0	25
0	3
0	640
0	0
0	3
1361	12054
1	740
2	27799
0	0
0	1477
0	60
2	15632
0	8686
0	0
0	5
1	1527
0	0
0	1302
1	2775
2	1456
0	0
0	0
0	132
0	298
0	6
0	144
1	11138
0	52
0	3775
0	3
0	129
0	34
0	2
0	247
0	39
0	24
0	4
0	78
0	0
0	0
0	3
0	85
0	19
0	4
0	14
0	18
0	78
0	3
0	0
0	0
0	0
1	79
0	97
0	4
0	0
0	1
0	80
0	67
0	362
7	38840
1	24332
0	16
0	6
0	1
0	1823
0	55
0	4
0	16
0	1089
0	14
0	3
1	2951
0	37
0	10
0	23
0	2
0	3
0	0
0	0
0	0
0	54
0	15
0	1
0	12
0	42
0	0
4	20264
0	117
0	3
0	2
0	1
0	127
0	109
27	3293
6	5659
0	7
0	129
0	3
0	109
0	8
0	2
0	1
0	16
0	0
0	0
0	27056
0	3
0	37
0	25
0	3
0	94
0	328
0	1195
3	550
0	47
0	6320
2	9237
0	4
0	428
0	3
0	3
0	2
0	5
0	0
0	147
0	44
0	1
0	3
0	96
0	59
0	7087
0	108
0	6
0	3
0	2
0	1564
0	55
0	2
0	3
0	1
0	0
0	2801
8	1977
0	77
1	76
0	24
1	17
0	447
0	10
32	117
0	90
0	7
0	0
0	0
0	20
1	5
0	16
0	120
0	4
1	1659
0	15
0	7
0	601
0	2
0	11
0	0
0	118
0	0
0	0
0	1
0	3
0	15
0	12
0	4
0	51
2	20
0	85
1	9707
0	168
0	4
1	2
0	2
1	384
0	9
0	4
0	7
0	3
0	2238
0	3
0	24
0	8
0	0
0	2
0	0
0	0
0	171
1	7140
0	3
0	16
0	52
0	134
0	44
0	0
0	2
0	0
0	0
0	3
0	0
0	43
0	1
0	2874
0	0
0	1104
6	13208
0	3
0	0
0	31
0	74
0	0
0	6145
0	2
0	10
0	0
0	18
0	0
0	0
0	84
0	27
0	69
0	3
0	58
0	62
0	281
0	4
0	128
0	2
0	58
0	30323
0	2
0	0
0	3
547	40
0	109
0	0
0	49
0	17
0	106
0	0
0	9
3	0
0	343
